title,img,content,region,price,link
중고 자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202106/326d39c57b3307cace395d4651357441e1cbec59e2140a1a8f6046afd0e7e848.webp?q=82&s=300x300&t=crop,그냥 가져 가세요. 약간의 수리가 필요합니다.,전남 해남군 해남읍,나눔,https://www.daangn.com/articles/252969984
중고 자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202106/bbb231e6b39be44cc505166643105c3f8435e4a9ea0e4eaab5656746a15f8a81.webp?q=82&s=300x300&t=crop,거의 사용 안 했습니다. 보고 가져 가세요.,전남 해남군 해남읍,"30,000원",https://www.daangn.com/articles/252969340
지붕형 자전거캐리어,https://dnvefa72aowie.cloudfront.net/origin/article/202106/84a2cf10d71808f83bea3d337c7d0a3cbf07fba834c1c296b58bea5e2ec3bf40.webp?q=82&s=300x300&t=crop,"유일자전거 캐리어 지붕형입니다
열쇠는 없습니다",전남 해남군 해남읍,"80,000원",https://www.daangn.com/articles/252212405
유일자전거 캐리어,https://dnvefa72aowie.cloudfront.net/origin/article/202106/5edd11959056b061fa9cbfe2124e713038b8f858cfd946b8c16251af6364514b.webp?q=82&s=300x300&t=crop,"유일자전거 캐리어 트렁크형입니다
고무부분이 조금 파손이 있어 싸게드립니다",전남 해남군 해남읍,"20,000원",https://www.daangn.com/articles/252213550
연결자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202106/4b2ee662cbf7f1671ba35a7c23075602f0c211b4659ac79a456c5166e79b3f30.webp?q=82&s=300x300&t=crop,"mtb자전거에 연결하여 아이와 함께 자전거 라이딩을 즐길수 있는 자전거 입니다
몸무게 30kg이하 아이면 가능합니다",전남 해남군 해남읍,"90,000원",https://www.daangn.com/articles/252211558
자전거 중고 판매합니다,https://dnvefa72aowie.cloudfront.net/origin/article/202106/e3476733079e24fd3b2d5641645c3f9bea83cf20d9436d9201cf3306ca3151ab.webp?q=82&s=300x300&t=crop,"출퇴근용으로 작년에 와이프랑 같이 탈까하고 구매한 자전거 입니다.
시운전 한번 한 자전거이고 운행을 제대로 못해봤네요..
와이프가 임신하는 바람에 저도 따라서 안타게 되서 집 안에 놓고만 있다가 판매 할려고 올립니다.
운행해본결과 좋은 제품이니까 필요하신분은 연락주세요~~",전남 해남군 해남읍,"120,000원",https://www.daangn.com/articles/248963806
새 자전거 판매합니다,https://dnvefa72aowie.cloudfront.net/origin/article/202105/01019d94d8147814511b56e6cadb9ad06ddff8fe54d0c7606efc852dc0170f88.webp?q=82&s=300x300&t=crop,한번도 안탄 자전거 판매합니다 해남 삼천리자전거 a/s가능합니다,전남 해남군 해남읍,"130,000원",https://www.daangn.com/articles/241130418
실내운동 자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202106/36305268bbe6deb659844e12dcb26a70c28b9f665f193182f27373f33665e12a.webp?q=82&s=300x300&t=crop,"실내에서 자전거운동용으로 실사용은 몇번되지 않습니다 작동잘됩니다
2019년4월 구입",전남 해남군 해남읍,"40,000원",https://www.daangn.com/articles/246728192
자전거 급매,https://dnvefa72aowie.cloudfront.net/origin/article/202106/7e343ab8ff037532400fe890ab7a386c2d8f7e9c487c9bbef089ca25f61f7362.webp?q=82&s=300x300&t=crop,"삼천리 라빈 26입니다.
구입후 시승만하고 그대로인 새것입니다",전남 해남군 해남읍,"130,000원",https://www.daangn.com/articles/244957166
삼천리 새자전거 판매합니다.,https://dnvefa72aowie.cloudfront.net/origin/article/202106/0f720e523ed0a441b418d6793fe79d507e6e88650f6ffa1ed52ae54eb50742cd.webp?q=82&s=300x300&t=crop,삼천리 새자전거 판매합니다.,전남 해남군 해남읍,"130,000원",https://www.daangn.com/articles/244761413
자전거 운동기구 팔아요,https://dnvefa72aowie.cloudfront.net/origin/article/202106/6662d5b63f6b18f64058f4595411d055823f0a7c6ef6666931da60bcd9d16f74.webp?q=82&s=300x300&t=crop,"코로나 때문에 집에서 운동하시기 딱입니다
상태 양호합니다",전남 해남군 해남읍,"50,000원",https://www.daangn.com/articles/243956559
스피닝자전거 팔아요,https://dnvefa72aowie.cloudfront.net/origin/article/202106/3ee1427bde700a039df105fa76955608852b64c012537c7a19fc5e52c1ed19d4.webp?q=82&s=300x300&t=crop,"구매한지는 1년 좀 되었지만 헬스장을 동시에 다녀서 그런가 사용횟수는 얼마 안됩니다..
가지고 가시기 힘드시니 원하시면 상황봐서 가까운 곳이면 배송해드릴 생각입니다",전남 해남군 해남읍,"100,000원",https://www.daangn.com/articles/242997504
픽시 자전거 판매합니다,https://dnvefa72aowie.cloudfront.net/origin/article/202105/c61796074188b888e146310eca5a57ad3446f5852ad9957adf15a8ed2889a25f.webp?q=82&s=300x300&t=crop,"타이어 얼마전에 갈았고요 
그립 조금 뜯어진 거 말고는 멀쩡합니다",전남 해남군 현산면,"100,000원",https://www.daangn.com/articles/241011134
자전거 판매합니다,https://dnvefa72aowie.cloudfront.net/origin/article/202105/d30b11133c90296efda82ea0be221e72e24a92c1a6967a085293860fcd9a4d2f.webp?q=82&s=300x300&t=crop,"자전거 안써서 판매합니다.
타이어 얼마 전에 갈았고요 
기어 모두 멀쩡합니다",전남 해남군 현산면,"150,000원",https://www.daangn.com/articles/241007251
자전거 판매합니다.,https://dnvefa72aowie.cloudfront.net/origin/article/202104/cc3a80f497588d330254706f404d6e000f4a1e2b82f8290badcc8143fb355423.webp?q=82&s=300x300&t=crop,"구입시 정확한 가격은 모르지만 비싸게 줬던 기억만 있습니다. 고등학생이 타다가  바퀴(한쪽당 10만원으로 결제함) 교체하고,  휠도 교체한 후 잘 타지를 않아서 상태좋아요 (바퀴에 바람이 빠졌는데 판매시 바람 넣어서 판매할게요) 자전거에 대해 잘 알지는 못하지만 삼천리자전거 매장에서 좋은걸로 구입했어요.  보관은 항상 깨끗한 실내(창고)에서만 했고, 얌전하게 집 근처만 돌며 타던거라 상태 좋아요.

택배거래 불가합니다.  가까운 곳이라면 가져다 드릴 수 있지만 가급적 가지러 와주시면 더 고맙겠습니다.  꼭 필요하신분만 연락주세요.",전남 해남군 해남읍,"200,000원",https://www.daangn.com/articles/219513069
삼천리자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202105/23dc2e97bbff02aff8669f04c8fa8f23b449ad9d7deeeac075c80d635e39ef0d.webp?q=82&s=300x300&t=crop,"삼천리 칼라스10자전거 팝니다
2020년 삼전리 매장에서 34만원 구입,
실사용 5회미만(거의 새것)",전남 해남군 해남읍,"220,000원",https://www.daangn.com/articles/237025316
실내자전거 판매,https://dnvefa72aowie.cloudfront.net/origin/article/202105/af3483c2f8e2bad4d7ee1b3df6f8cb195cf824f7e6433f7567eb735130769d31.webp?q=82&s=300x300&t=crop,작동 잘되며 상태는  깨끗합니다,전남 해남군 황산면,"60,000원",https://www.daangn.com/articles/235779223
어린이 자전거 헬멧,https://dnvefa72aowie.cloudfront.net/origin/article/202104/74f4111726d3dfe6e667e542241e910adce1b8f3cf5d59c14eb13fffe503327f.webp?q=82&s=300x300&t=crop,"자전거용 어린이 헬멧입니다.
사용감 많아요.
편하게  하실분 저렴하게  가져가세요",전남 해남군 해남읍,"3,000원",https://www.daangn.com/articles/216542575
자이언트 (GIANT SCR)로드 자전거 판매합니다.,https://dnvefa72aowie.cloudfront.net/origin/article/202105/FE2DAB78BB427D229A71B303651DF5413F95E54B95A78F90F567B7A87033D1D8.jpg?q=82&s=300x300&t=crop,"자이언트 (GIANT SCR)로드 자전거 판매합니다.

자이언트 로드 자전거 판매합니다. 녹이 좀 슬었는데 타고 다니는데 이상 없습니다! 추가로 휴대폰 거치대 및 앞 뒤 충전용 후레쉬,헬멧도 함께 드립니다.",전남 해남군 송지면,"300,000원",https://www.daangn.com/articles/228886009
자전거 로드 입문용,https://dnvefa72aowie.cloudfront.net/origin/article/202105/e9fb6909c7f534caedccf4ced836679360b86f98bc9493339c836c50d8e02350.webp?q=82&s=300x300&t=crop,"관리 a급 수리할때없읍니다
핸들바  비비  케이블 타이어 올 교체   510   키 170  180  페달  안장 교체해서드림
잔기스 없음",전남 해남군 해남읍,"330,000원",https://www.daangn.com/articles/228522755
"어벤저스 어린이 자전거
16인치",https://dnvefa72aowie.cloudfront.net/origin/article/202104/94df0c0c9585673c654f5dac15c0e06a06a6effbf5d71ff92dfb3132e7db0d7a.webp?q=82&s=300x300&t=crop,"사용감 거의 없습니다.
5~7세 타기 좋아요",전남 해남군 해남읍,"80,000원",https://www.daangn.com/articles/227394156
로드자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202104/01E36ED54696B6B18C5B171988548C106F737E1F74C463D7AC16693500453928.jpg?q=82&s=300x300&t=crop,"잔기스없이산태좋고 첼로브랜드에 풀카본자전거
사이즈는490입니다 궁금한거있으면물어보세요
가격제안받습니다 구동계는 105급입니다",전남 해남군 해남읍,"700,000원",https://www.daangn.com/articles/227156707
아동용 자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202104/9d3eff49b06d3ef65bf35334423d6e4da4667f618b591ed8217037189dbe1a91.webp?q=82&s=300x300&t=crop,"아동용 자전거 팝니다~
사진상으로 두발 자전거로 사용할수 있고 보조바퀴 장착하면 네발 자전거로 사용할수 있습니다.
참고로 보조바퀴.열쇠통 공짜로 드립니다~^^
6살부터 초등학교 저학년 까지 사용 가능합니다~~
꼭 필요한분.&amp;사실분만 채팅 해주세요^^
에눌이 없습니다~~",전남 해남군 해남읍,"80,000원",https://www.daangn.com/articles/226624975
접이식 아동자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202104/20f6cdf32f9d56e198103697ebcdeafab64c154fcb950f6e4b5307f678467fe7.webp?q=82&s=300x300&t=crop,"오랫동안 사용하지않아  먼지있어요
타이어 공기주입후 사용바랍니다
환불 안됩니다",전남 해남군 해남읍,"50,000원",https://www.daangn.com/articles/225737870
자전거 팔아요(20인치),https://dnvefa72aowie.cloudfront.net/origin/article/202103/ba3981f57e15f2daf303a724f6533149f1f397297b955a8fef994389bc82de89.webp?q=82&s=300x300&t=crop,"7세~초등저학년이 타기좋은 
중고지만 새것같은 자전거 팔아요
작년 어린이날에 사서 코로나때문에
거의 타보지도 못하고 방치중입니다
접이식이라 휴대하기도 편합니다",전남 해남군 해남읍,"120,000원",https://www.daangn.com/articles/213639809
숀리 x바이크 팔아요,https://dnvefa72aowie.cloudfront.net/origin/article/202105/B3B46C18F7E090C3B73BF5E917CDD1E47BF961EF06DEAD5B1A168B6ED6F4C2FD.jpg?q=82&s=300x300&t=crop,"안녕하세요.

숀리 x바이크 팔아요~~!!!

기울기 조정 가능하고
자전거 타면서 밴드로 손 운동 가능하고
운동 강도 조절 가능합니다.

운동량 표시하는 곳에 스마트폰 거치대 있어서
유튜브나 넷플릭스 보면서 운동 가능하세요.

집에서 홈트 하실 분들 연락주세요^^",전남 해남군 황산면,"50,000원",https://www.daangn.com/articles/228696044
자전거 트레일러,https://dnvefa72aowie.cloudfront.net/origin/article/202104/32519b8877d0cd80943ec84c94be9a7cf957aefc255926ea8144527856dd2e0f.webp?q=82&s=300x300&t=crop,"자전거 트레일러입니다.
당근에서 사서 보관만하다가 판매합니다.
자세한 내용은 산타자 트레일러 검색해주세요.",전남 해남군 해남읍,"50,000원",https://www.daangn.com/articles/221547792
성인자전거 팔아요!,https://dnvefa72aowie.cloudfront.net/origin/article/202104/40d54ace3394d82d09b79efb91fab32dfe109baef4f4973aa2c936010e5853ee.webp?q=82&s=300x300&t=crop,구입후 한번 타고 그 후로 밖에 방치해놔서 녹슬었어요..오시면 자전거 한대 더 드릴께요,전남 해남군 해남읍,"100,000원",https://www.daangn.com/articles/221167240
숀리 실내자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202104/5A464625880CCBBA439782EA149FF9C66C76C3993E37714F2DFB7EDDAA9DF273.jpg?q=82&s=300x300&t=crop,"숀리 바이크 판매 합니다. 
다른 운동에 흥미가 생겨 자리 차지만 해서 판매 합니다.  밑에 패드는 미.포.함 입니다 .
본체만 판매 하구 실사용 정말 얼마 안되서 거의 새상품 입니다. 구교리이구요 가지러 와 주세요",전남 해남군 해남읍,"70,000원",https://www.daangn.com/articles/220731402
여성자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202104/fc0160ada2e97fe9fc47f30b5e4a753e56cb150dee73b93d486be4ac727d9db1.webp?q=82&s=300x300&t=crop,"한달된자전거    기아8단 뒷자석 6세미만
자전거입니다35만원주고산거임",전남 해남군 해남읍,"150,000원",https://www.daangn.com/articles/219878020
접이식 자전거입니다~~^^,https://dnvefa72aowie.cloudfront.net/origin/article/202104/aad1bf4a620d258c04a1523339ca1e9e2cae4764a67e3b51a6f5263aa9969480.webp?q=82&s=300x300&t=crop,"선물받은 접이식 자전거에요~   
실사용은 제일중에서 2번정도 타본게 다네요~~
계속 먼지만 쌓일것같아서 입양보낼려구요ㅎ",전남 해남군 해남읍,"50,000원",https://www.daangn.com/articles/218578437
자전거자물쇠,https://dnvefa72aowie.cloudfront.net/origin/article/202103/11bf49d4e9fdac5c75cca57c35e7679cfd9e4e56e77f98ae8e0557b81d9ef98f.webp?q=82&s=300x300&t=crop,한번도쓰지않은 새제품입니당,전남 해남군 해남읍,"5,000원",https://www.daangn.com/articles/213085313
새 자전거 팔아요..!,https://dnvefa72aowie.cloudfront.net/origin/article/202103/DEBD0FDA60FD44B9F799830C2EAE71BF7F75D19F58256B0E65F948B8F9539BFE.jpg?q=82&s=300x300&t=crop,"구매한지 일주일도 안됬습니다... 아내가 집 앞 공원에서 1시간 연습하다가 도저히 안되겠어서 팝니다... 팔고 작은걸로 다시 구매하려 합니다..

해남읍내는 직접 배달해드립니다. 아니면 가지러 오셔도 되요~ 구매한 뒤로 계속 집에서 보관했고 앞으로도 집 안에 보관하고 있겠습니다~

조금은 네고할 수 있어요~
------------
사이즈를 안적었네요..! 26인치입니다~",전남 해남군 해남읍,"120,000원",https://www.daangn.com/articles/213043134
실내자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202103/4ee46d76fee8e0358c3acffd2745466dc2188250ac4b8b6a8fd825ee72b30b2f.webp?q=82&s=300x300&t=crop,"고급제품 실내자전거 입니다 사용하지 않아 내놓습니다 그냥 싸구려가 아닙니다 헐스클럽에서 사용하는 멋있고 운동하는데 최고 입니다
칼로리소모량 그리고 이동거리등 모두 표현 됩니다
북평면 남창 인근 입니다 
하체에 바퀴가 달려 있어서 끌어낼수 있으나 여성분은 어려울 듯 합니다 작은 승용차에는 적재가 좀 여려울듯 하고 대형 SUV  또는 봉고 승합차는 가능 할것 같아요
연락처 공일공 23일일 90오팔",전남 해남군 북평면,"100,000원",https://www.daangn.com/articles/212788350
레저용  자전거  판매,https://dnvefa72aowie.cloudfront.net/origin/article/202103/436497fa447fb7ff6e3fea84b9d59914adb317dd23a65731dc2d209d585223e2.webp?q=82&s=300x300&t=crop,"레저용  자전거판매합니다.2020년  5월에  구입햇구요. 집이  도로가여서   위험해서   1~2번 타고  안탐    3대   가져가실분  원합니다. 바람   넣을수 있는것도  덤으로
한대당  50000원   타는운동  좋아하시는분만   가져가세요?",전남 해남군 황산면,"150,000원",https://www.daangn.com/articles/212772876
자전거~~,https://dnvefa72aowie.cloudfront.net/origin/article/202103/c43a4832935eb7b0f0d457a8e9d1b8fbd964850eebe141be2964929137fbbbc8.webp?q=82&s=300x300&t=crop,"자전거 팔아요~~~
사용감 많아요~~~",전남 해남군 해남읍,"20,000원",https://www.daangn.com/articles/211039415
실내자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202103/f48ddb37434bc18b009263bdef4c5b25eccb4a564e3c3da35ba8ed7fac1d25bb.webp?q=82&s=300x300&t=crop,작동 잘됩니다,전남 해남군 해남읍,"20,000원",https://www.daangn.com/articles/210917351
홈트 최강 실내자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202103/e2bbeeb1b659cf54fa64cb5f4457fa757643f007cde539419425fce289c1b5e5.webp?q=82&s=300x300&t=crop,"15단20분만 KH8200 실내헬스자전거 헬스기구 운동기구 입니다
접이식은 아니지만 공간많이차지하지않아요~
저녁시간때 배달서비스가능합니다~~^^",전남 해남군 해남읍,"80,000원",https://www.daangn.com/articles/210453032
자전거팝니다.,https://dnvefa72aowie.cloudfront.net/origin/article/202103/ecbeda70eb21c5a04b32383fbd08a42bc24d76ab94adf4c97ab855951b07b884.webp?q=82&s=300x300&t=crop,자전거팝니다. 무료배송,전남 해남군 해남읍,"70,000원",https://www.daangn.com/articles/210308041
자전거팝니다,https://dnvefa72aowie.cloudfront.net/origin/article/202103/3f1ac7b9e16214756da0badc3bdf984f2006e7306b49ae8f85a2e5ac4fcee608.webp?q=82&s=300x300&t=crop,자전거팝니다  무료배달해드릴께요,전남 해남군 해남읍,"70,000원",https://www.daangn.com/articles/210307697
자전거팝니다,https://dnvefa72aowie.cloudfront.net/origin/article/202103/cbc61069b3f5ed506a9541f6bda8145a060d98ed8627d458c975c15523868935.webp?q=82&s=300x300&t=crop,자전거팝니다무료배송,전남 해남군 해남읍,"70,000원",https://www.daangn.com/articles/210308611
접이식자전거 팝니다,https://dnvefa72aowie.cloudfront.net/origin/article/202103/d62fbee6837861c13755aca6fdef87a396eff921764baafd0a9814b981992994.webp?q=82&s=300x300&t=crop,자전거팝니다  배달해드릴께요,전남 해남군 해남읍,"70,000원",https://www.daangn.com/articles/210307048
자전거팝니다,https://dnvefa72aowie.cloudfront.net/origin/article/202103/cdf618031b312c15239d8407198bf5ce50bc009a2700f54d64dbc5d03b74cd39.webp?q=82&s=300x300&t=crop,자전거팝니다  다잘됩니다 배달해드릴께요,전남 해남군 해남읍,"70,000원",https://www.daangn.com/articles/210306407
자전거팝니다,https://dnvefa72aowie.cloudfront.net/origin/article/202103/d59137c0f749bab7e22f580f73615fae8acb84ddf188ea480e85d6c8ea41c782.webp?q=82&s=300x300&t=crop,자전거팝니다 무료배달,전남 해남군 해남읍,"50,000원",https://www.daangn.com/articles/210305727
실내 자전거 판매합니다,https://dnvefa72aowie.cloudfront.net/origin/article/202103/42a71c7fc09f3299f67a60a9c9186d1abf61cb655e310184fa76269abfd60074.webp?q=82&s=300x300&t=crop,"구매 의사 있으신분 연락 주세요
가격은 절충 하시게요",전남 해남군 황산면,-,https://www.daangn.com/articles/206023045
자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202101/b67483d00a0f57d73efe9755cae895bc7805a7b625b5cdcd6f37a74cf91d52e7.webp?q=82&s=300x300&t=crop,"신품가 150000원 거의새제품 입니다 
사용감도 거의없구요 사용안하고 창고보관 해서 공기가 조금 빠졌어요",전남 해남군 마산면,"80,000원",https://www.daangn.com/articles/177044540
자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202102/24ce6e53187469a16f4f327c8740ffd21058d77de86b63cf2aab2ef01a255d4e.webp?q=82&s=300x300&t=crop,잘타고 다니다 창고에 보관해둔 자전게 입니다 튜뷰가 삭았습니다 필요하신분 연락주세요 ^~^,전남 해남군 해남읍,"60,000원",https://www.daangn.com/articles/199448093
자전거 팔아요,https://dnvefa72aowie.cloudfront.net/origin/article/202103/15d6ebe2e8dfc66ea8840395463e70533cfbea3e7dec4b6166f4c94199b79d1d.webp?q=82&s=300x300&t=crop,"탈려고 샀다가 
한두번 타고 방치 해놓은 자전거입니다
깨끗하게 세차해서 타시면 될것같습니다",전남 해남군 해남읍,"40,000원",https://www.daangn.com/articles/202638990
실내 자전거 팝니다,https://dnvefa72aowie.cloudfront.net/origin/article/202102/b256dd1db45fe46ba8b830b552d330b88908f24be40404aa5b829c4adc993237.webp?q=82&s=300x300&t=crop,"안장없는 실내 자전거 입니다
창가에 놔뒀더니 색바램 있어요
운동하는데는 지장없어요
사진 그대로 모습입니다
전자판쪽은 비닐도 제거하지 않았습니다
중고특성상 반품 불가입니다.
승용이나 작은 SUV에는 들어가지 않습니다.
접었을때 길이 약 2m 정도..참고하세요.",전남 해남군 황산면,"50,000원",https://www.daangn.com/articles/193686556
여성용자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202101/b56b35089f7076fc717589b61b393bb7f45f587d5fdc3fb41af62643da15daff.webp?q=82&s=300x300&t=crop,"산지 2년정도  된건데 면에서 살때는 가끔 애용한건데 읍으로 이사해서 팔아요.
아직  탈만해요. 사용흔적있으니 참고하세요.
얼마전 저전거바퀴 바람이 빠져서 샀는데 바람넣은것도 같이 드려요. 열쇠도 얼마 전 구입  몽땅 다 드려요.",전남 해남군 해남읍,"30,000원",https://www.daangn.com/articles/171430000
알톤 500D 자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202101/FC510E9EBF32EB88453AA609D196A365DEFD703751EA5247B8E1F6142F577644.jpg?q=82&s=300x300&t=crop,"알톤 알로빅스 500D 입니다 
실사용 2번했고 상태는 양호합니다 
베란다에 내놔서 먼지만 쌓였지 깨끗합니다
26인치, 24단 변속레버, 8단 프리휠 
무게는 14~15 입니다 
해남읍이며, 필요하시면 톡주세요~",전남 해남군 해남읍,"100,000원",https://www.daangn.com/articles/181116230
자전거 안전모자 필요하신분,https://dnvefa72aowie.cloudfront.net/origin/article/202012/33645422a5753c1a95ff8944ea586a82a94d0a9d8e17f2934b11147d8b4aa196.webp?q=82&s=300x300&t=crop,"생활기스좀있구요 자전거랑같이 드릴려했는데
가지구계신다구해서 올려봐요
정말필요하신분 톡주세요",전남 해남군 해남읍,나눔,https://www.daangn.com/articles/168916402
MTB 삼천리 스팅거 21단 자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202012/5cc75f0d438b29266048620a43cdda85d57e43392beef8eb0c7e4a41648dc613.webp?q=82&s=300x300&t=crop,"사진 이미지 제품은 아닙니다
현재 방치되어있습니다 해남읍 동초등학교 정문
CU편의점 앞 난간에 방치되어있네요
필요하신분은 톡주세요 열쇠번호 알려드릴게요
좀 오래 방치되어서 상태가 매우 안좋을거에요",전남 해남군 해남읍,나눔,https://www.daangn.com/articles/168840097
(S급)하이브리드 자전거 판매합니다,https://dnvefa72aowie.cloudfront.net/origin/article/202012/13a1c988941cfaf77dc42692a80e3684d91cb2ce392c79754dbb5862cfaf82a2.webp?q=82&s=300x300&t=crop,"하이브리드 자전거 판매합니다

일반 도로에 활성화 된 자전거 입니다.
로드 -하이브리드 - mtb

로드와 mtb 사이의 종류 라고 생각 하시면
됩니다, 로드 처럼 잘나가고 입문용으론 
최고라 생각합니다.

구입가 300,000원에 보호장구류 
헬맷 (50,000)원 등 거치대 포함해서 드립니다.

구입 후 2회 타보았습니다.
타지 이사 계획이라 급히 보냅니다.
기술직이다보니 탈 시간이 없네요

010-8260-2401",전남 해남군 해남읍,"230,000원",https://www.daangn.com/articles/164111805
헬스용품 ㅡ 실내자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202012/2bea785a1cd6ba7eda3239b7e644bfb9485bf2220433f3c1ec4babb9c039e9b6.webp?q=82&s=300x300&t=crop,"헬스용품 ㅡ 실내자전거
온라인 실거래 가격 ㅡ 688,000원
판매가격 ㅡ 200,000원
지역 ㅡ 해남
연락처 ㅡ 010 5429 1348

구입 후 여건상 사용한 적 거의 없어, 새 제품과 다름 없음.

&lt;물건 인수는 매수인이 직접 가져 가시는 것으로&gt;",전남 해남군 삼산면,"200,000원",https://www.daangn.com/articles/159566094
미니자전거 팔아요,https://dnvefa72aowie.cloudfront.net/origin/article/202010/a006eaf51bebc346d6e5e52fa850c95f5f64e18192e907e33eb808807fc35b16.webp?q=82&s=300x300&t=crop,"미니자전거 팔아요
5번정도 사용함",전남 해남군 해남읍,"30,000원",https://www.daangn.com/articles/133952478
7단기어 레스포 자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202011/998b686f2d8ba5660136084f71519b4b7140a9b29f87897c84167986e2e57307.webp?q=82&s=300x300&t=crop,"서브품목
서치거치대,휴대폰거치대,휴대용펌프 증정
2년전 구매후 보름정도타다 그대로 있는 자전거입니다.",전남 해남군 송지면,"80,000원",https://www.daangn.com/articles/151881788
자전거  드림합니다.,https://dnvefa72aowie.cloudfront.net/origin/article/202011/4863F7633BBF3A6CFD7948E847D8AE52244CDC36624BE0B8111D825BC46D3DC5.jpg?q=82&s=300x300&t=crop,필요하신분 가져가세요! 해남 해남읍입니다.,전남 해남군 해남읍,나눔,https://www.daangn.com/articles/150837426
자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202011/f63a74b69fbe4dcf6fbea108fbdd70c3e59bae96be06b6680822f0f046e0b049.webp?q=82&s=300x300&t=crop,"삼천리 스몰박스20인치, 기어는 7단이예요. 사용감 있어요!",전남 해남군 해남읍,"50,000원",https://www.daangn.com/articles/150783239
700c 퀘이크 픽시,https://dnvefa72aowie.cloudfront.net/origin/article/202011/5038a472f965eb689de7a60fef9d1a61849ece6e3d5cbed6a0be7b72957fd986.webp?q=82&s=300x300&t=crop,"삼천리 자전거에서 산 700c퀘이크 입니다 상태 A급
생활기스 몇군데 있구요 핸들바 쫌 까져서 테이프 붙여놨습니다 정가 43만원에 샀어요. 채팅 주세요!
직거래는 해남 군청에서 하고 택배 거래는 선입금 확인 후 우체국 택배로 보내드립니다.",전남 해남군 삼산면,"230,000원",https://www.daangn.com/articles/154059407
자전거 캐리어(yi-806),https://dnvefa72aowie.cloudfront.net/origin/article/202011/e0a96b649c8b4d1d4bc38aebc68c0b7a586d69071a5dc1735d296a911084fcf2.webp?q=82&s=300x300&t=crop,"suv용캐리어 팝니다
박스 개봉전상태 그대로입니다",전남 해남군 송지면,"130,000원",https://www.daangn.com/articles/149153521
주니어 자전거 팝니다.20인치,https://dnvefa72aowie.cloudfront.net/origin/article/202011/a56dede453aad6927d83097c73bb1d3d4f20ba28c239f54e02605fc23c14abc4.webp?q=82&s=300x300&t=crop,"20인치 자전거 입니다.
손잡이 쪽 긁힘이 있으나 상태 좋습니다.
010  3569  7829",전남 해남군 해남읍,"80,000원",https://www.daangn.com/articles/149036848
샘트라이크 접이식 세발자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202011/900AA6866E6E27F68FD465E5B7703C5808E6D22A19D70A6C38F3D222A1E49D37.jpg?q=82&s=300x300&t=crop,^^,전남 해남군 해남읍,"10,000원",https://www.daangn.com/articles/145661166
자전거 일괄 판매합니다.,https://dnvefa72aowie.cloudfront.net/origin/article/202010/8220b7fa110785b4b85f67fd97d442cb3930fcb125411f6fac756c96ef9d70e2.webp?q=82&s=300x300&t=crop,"자전거 세대 일괄 판매합니다.
세대 모두 좀 험하게  탔네요^^
부분 수리(핸들손잡이고무, 주차거치대, 따릉이)하시고 세차하면 A(-)급은 되리라 생각합니다.

세대 구입비용이 50여만원이었습니다.
부분 수리비, 세차비 빼고 도합 20만원에 판매하고 싶습니다.

예민하신 분 패스해 주세요~~
가지러 오셔야 돼요.",전남 해남군 옥천면,"200,000원",https://www.daangn.com/articles/144072078
자전거 판매합니다.,https://dnvefa72aowie.cloudfront.net/origin/article/202010/fa5f4f5891ffcf4ebb8634e050061428ff63a22ae72aefeb8f6aa92254cf833e.webp?q=82&s=300x300&t=crop,"중고자전거 판매합니다. 구입가격 140,000원에  매장에서 구매했구요 10월 19일에 구매해서 총 42km탔구요 삼천리 자전거에서 샀습니다.",전남 해남군 해남읍,"80,000원",https://www.daangn.com/articles/142919273
어린이 자전거 (해남읍),https://dnvefa72aowie.cloudfront.net/origin/article/202010/fa7bf024c0f3f5b0aa35ea337fad97f50f32ff5975c0daf6336619578e886d48.webp?q=82&s=300x300&t=crop,사용하다 작아서 내놓아요~,전남 해남군 해남읍,"40,000원",https://www.daangn.com/articles/141138407
자전거 팔아요~~,https://dnvefa72aowie.cloudfront.net/origin/article/202010/11f71854ee5914835972ac41008e71076e6d755187e151297978fd6d123af924.webp?q=82&s=300x300&t=crop,아들이 타던자전거인데 로드 자전거 구입후 로드만 타고다녀서 판매합니다~,전남 해남군 해남읍,"80,000원",https://www.daangn.com/articles/140137686
